,authorID,projectContributions,methodsWritten,noOfClones,relativeClones,methodsWrittenCat,projectContributionsCat,developerExperienceNum,developerExperience
24639,86c68165-54ce-f389-0141-2926ede1a98f,3,10,4,0.4,2,1,1.5,Low
24653,86daa341-ee86-68d3-875a-739f60fff63f,2,15,3,0.2,2,1,1.5,Low
24658,86de035b-3028-83fc-9d1b-f5db9675e7ba,2,85,0,0.0,4,1,2.5,Medium
24666,86e9774e-0c31-ed19-d59a-173e3f585fa6,2,5,0,0.0,1,1,1.0,Low
24674,86f43a79-7812-dae6-9e0f-29ae31a4bf15,9,48,21,0.4375,3,4,3.5,High
24676,86fa3263-24bc-54ae-1a13-2fcc04c62be7,5,30,5,0.1666666666666666,2,2,2.0,Medium
24679,86fc04bd-74bd-2146-ab9e-53f0d559cc91,3,113,37,0.3274336283185841,4,1,2.5,Medium
24685,87006ef2-a38c-492f-725b-b107966016d2,2,16,0,0.0,2,1,1.5,Low
24686,8701f8b4-665c-3573-a623-461454bfdb3b,2,21,5,0.238095238095238,2,1,1.5,Low
24688,8704ddc8-2e93-add0-e694-88b61690bfcd,2,113,20,0.1769911504424778,4,1,2.5,Medium
24693,870b1a36-5218-e00a-0a92-443f952ff985,5,44,6,0.1363636363636363,3,2,2.5,Medium
24696,870d013c-0159-c994-f4cb-2ed8a056d8d3,3,148,4,0.027027027027027,4,1,2.5,Medium
24698,87100241-c72e-6bb5-4801-4d6bd9fc5710,5,171,47,0.2748538011695906,4,2,3.0,High
24704,87131e30-3358-e500-e06e-c44fb9798a85,2,8,2,0.25,2,1,1.5,Low
24711,871b6ff4-d829-72c4-1536-766b19bc60df,5,98,29,0.2959183673469387,4,2,3.0,High
24720,872a520c-6d45-bb8e-d835-57f3129739c4,3,27,12,0.4444444444444444,2,1,1.5,Low
24723,872da8af-99a1-2445-9e8c-077676dca9e8,4,194,115,0.5927835051546392,4,2,3.0,High
24730,873b375c-9eba-689e-68aa-eda505da2820,2,50,25,0.5,3,1,2.0,Medium
24740,87480de2-efa4-5881-fc0d-ca25d736351c,6,49,3,0.0612244897959183,3,3,3.0,High
24747,875132f8-adb3-97a5-e832-eac6e12cac9d,3,31,0,0.0,3,1,2.0,Medium
24756,875dbdb0-31dd-1066-99be-722138a68b25,2,5,1,0.2,1,1,1.0,Low
24765,8768de8d-9189-d804-5643-86909ce4ed8b,2,6,3,0.5,2,1,1.5,Low
24766,876a358c-54a4-338b-9169-b3695c3dfe18,2,34,0,0.0,3,1,2.0,Medium
24780,87832ade-0431-e60d-ea6b-4d9621a2e54d,4,12,6,0.5,2,2,2.0,Medium
24781,87835fbf-1991-b5dc-9b38-ccbbc5edcef6,3,5,1,0.2,1,1,1.0,Low
24783,8784ccbf-b2f2-911e-b71d-0740c2e2ba19,2,12,0,0.0,2,1,1.5,Low
24784,878542a5-68e7-5541-ca9e-f33c2c2ad592,4,45,3,0.0666666666666666,3,2,2.5,Medium
24795,8794d1a3-7190-b824-ee59-0be229932685,2,5,0,0.0,1,1,1.0,Low
24800,879b23f2-49b0-fdf3-4251-15607d6cd2a5,2,13,0,0.0,2,1,1.5,Low
24803,879f358b-0772-7120-35ce-74b6de614c8b,2,15,0,0.0,2,1,1.5,Low
24807,87a3a026-d7cd-87c0-0c10-e27843aab4a5,3,6,1,0.1666666666666666,2,1,1.5,Low
24812,87abd6ee-929f-7908-2712-0a3e68218264,4,5,3,0.6,1,2,1.5,Low
24815,87b1b7ab-06c1-46da-caf3-0de1c3f8bbee,2,91,8,0.0879120879120879,4,1,2.5,Medium
24820,87b8951b-c9c8-409b-43a6-325f05aec4d3,3,13,10,0.7692307692307693,2,1,1.5,Low
24823,87bed902-a775-e340-f777-f1dca50f9346,2,10,3,0.3,2,1,1.5,Low
24838,87de65f2-5152-27d1-9227-21102e886a04,4,40,24,0.6,3,2,2.5,Medium
24843,87eb0ea7-76dc-7e16-693b-3cea4abbe3da,3,81,2,0.0246913580246913,4,1,2.5,Medium
24863,88092998-7959-9885-2d21-e25f8aa40ae2,2,66,14,0.2121212121212121,4,1,2.5,Medium
24865,880e4e1f-7a4b-eac2-d276-dd688f49a28d,2,103,2,0.0194174757281553,4,1,2.5,Medium
24866,880f199f-6926-b068-7ad4-61b93034ca64,2,8,4,0.5,2,1,1.5,Low
24871,8813d4b0-b407-db9b-2287-6c5f49f98c6c,2,26,3,0.1153846153846153,2,1,1.5,Low
24872,8816a235-16d1-d0c6-1c11-2c4fd9dbac55,5,52,27,0.5192307692307693,4,2,3.0,High
24873,881a86a0-075c-fda8-9a77-0b6c35883808,2,7,0,0.0,2,1,1.5,Low
24877,881fbefa-7ca1-4397-d0d7-b455b15ec44a,3,107,95,0.8878504672897196,4,1,2.5,Medium
24888,8829976f-195d-6e3b-51ab-e64210ab9bc6,7,114,2,0.0175438596491228,4,3,3.5,High
24890,8831af55-2874-c8fb-8a56-c7f48f388b52,2,6,0,0.0,2,1,1.5,Low
24893,88353241-9fc3-e66c-4bd1-ea7a7eee71f2,3,18,1,0.0555555555555555,2,1,1.5,Low
24895,8835c370-6dfc-6fe0-d18d-6bfa8027b4c1,2,6,2,0.3333333333333333,2,1,1.5,Low
24896,8837d00d-9811-744f-6f92-9298c4b9ceaa,3,10,5,0.5,2,1,1.5,Low
24905,88462a18-b399-366a-883e-d1a9da493b7f,2,130,28,0.2153846153846154,4,1,2.5,Medium
24907,8848124e-2013-5d70-ad4b-4716f62e7ca1,2,12,0,0.0,2,1,1.5,Low
24911,88538f63-133b-d738-494f-d944485667d1,2,58,51,0.8793103448275862,4,1,2.5,Medium
24915,8859b997-1755-09b4-dacb-8f3e9b9df602,4,30,18,0.6,2,2,2.0,Medium
24916,8859fb93-4cc3-61f7-eac8-e6c054197475,2,27,1,0.037037037037037,2,1,1.5,Low
24917,885ac7db-de6e-78ce-373a-c43b95a11d4f,6,6,4,0.6666666666666666,2,3,2.5,Medium
24920,885ce66e-f01e-9f18-fb69-b2a88ccea39c,4,12,6,0.5,2,2,2.0,Medium
24924,8860ba10-2398-9dc0-54f6-aba2945980d8,2,53,2,0.0377358490566037,4,1,2.5,Medium
24925,88654a8f-697c-0847-cd03-3c78d33016e6,2,6,3,0.5,2,1,1.5,Low
24932,886cd947-b9de-7b55-0470-2184ab567e3d,3,36,12,0.3333333333333333,3,1,2.0,Medium
24935,8870fa03-fb99-b772-a889-cb7acf531bd4,5,18,11,0.6111111111111112,2,2,2.0,Medium
24940,887b5a21-42fc-cbe4-4063-68843e83ad85,2,7,0,0.0,2,1,1.5,Low
24942,887fc3ae-71d1-3242-8e54-9b6c3c42a011,2,59,0,0.0,4,1,2.5,Medium
24943,888094e1-3623-4245-2296-27c0c9cfcd07,2,5,0,0.0,1,1,1.0,Low
24949,8886d8b1-4043-51d2-26d2-9152aa565ab5,2,10,3,0.3,2,1,1.5,Low
24952,888abe04-f98c-36bb-f6e4-14555424b132,6,21,13,0.6190476190476191,2,3,2.5,Medium
24956,889138e6-2be9-26cf-b69d-f7b020991624,2,50,0,0.0,3,1,2.0,Medium
24960,8893dc16-2ac3-da13-fb2c-13bf156a5080,5,30,2,0.0666666666666666,2,2,2.0,Medium
24961,88945de5-4ab0-7d77-9d36-ac384f95b7ed,3,72,8,0.1111111111111111,4,1,2.5,Medium
24978,88b34fe1-6ae4-dd9e-1387-71ae234e0e44,5,45,2,0.0444444444444444,3,2,2.5,Medium
24979,88b58e7b-8f58-1fe5-7109-af9ab7123f5e,4,50,26,0.52,3,2,2.5,Medium
24990,88c728c5-b483-6131-4a15-15c3ffee4303,2,10,0,0.0,2,1,1.5,Low
24992,88cabdcb-2166-8047-27f2-ff88983a4653,3,11,10,0.9090909090909092,2,1,1.5,Low
24993,88cb9b63-c292-2026-0f0f-14e304cb6091,3,55,34,0.6181818181818182,4,1,2.5,Medium
24997,88cdf58c-fa04-98fa-53f1-604c3177f5dd,4,10,5,0.5,2,2,2.0,Medium
24999,88ceb78c-da68-482a-ebb0-1e19602ec2b3,2,13,0,0.0,2,1,1.5,Low
25000,88cf3467-9818-c691-26e6-4c59ba542681,2,15,0,0.0,2,1,1.5,Low
25003,88d34898-71fb-ed7e-9e80-94134d18bf18,2,6,2,0.3333333333333333,2,1,1.5,Low
25013,88e250aa-1f86-6a07-abaf-ebe7def0e3d9,5,169,96,0.5680473372781065,4,2,3.0,High
25029,88fd6287-83ea-5935-8252-cdc1af35cd37,2,20,0,0.0,2,1,1.5,Low
25031,890016d2-4cb8-46c4-9504-5d4716fd67ad,2,10,0,0.0,2,1,1.5,Low
25047,891dac7c-4969-4d64-a9c3-ec06108d7ba2,4,20,10,0.5,2,2,2.0,Medium
25048,891ec1b3-33a5-580c-0673-effcd081edf8,2,44,37,0.8409090909090909,3,1,2.0,Medium
25052,89264d64-6152-02b0-57a3-9947a8b63c6f,2,29,1,0.0344827586206896,2,1,1.5,Low
25058,892dde29-a00f-1df9-c8d3-4302b1ed2a95,2,43,14,0.3255813953488372,3,1,2.0,Medium
25060,892f3a5d-17ef-0993-8d89-1773d7e93c35,2,27,3,0.1111111111111111,2,1,1.5,Low
25063,8933ab35-0086-cfa8-5cfe-efd3b96ea9b2,6,32,3,0.09375,3,3,3.0,High
25071,893e0db4-ed1b-33a2-358a-fe3fddbb85ed,3,26,6,0.2307692307692307,2,1,1.5,Low
25072,89407752-8761-0301-a7d1-382f355efb81,2,58,29,0.5,4,1,2.5,Medium
25074,89447a25-cad0-5b5b-de22-08cc2d7cf807,2,89,0,0.0,4,1,2.5,Medium
25082,894fc29d-cd81-423d-11a8-f8fc7ccf1e4d,5,32,11,0.34375,3,2,2.5,Medium
25085,8955a6f4-45c2-77d6-7b06-f37ad47f14c3,3,29,23,0.7931034482758621,2,1,1.5,Low
25086,8955ce8f-63d1-cd73-a867-a3354964ff2f,2,17,4,0.2352941176470588,2,1,1.5,Low
25088,895bbe8d-27b9-31f8-d83b-1748a9de5b9f,3,7,3,0.4285714285714285,2,1,1.5,Low
25092,8963fafa-8a25-9064-0b69-1c96b1a41d78,2,88,88,1.0,4,1,2.5,Medium
25097,896c7bb1-4670-96ae-f5a5-8a8de59daa33,4,26,2,0.0769230769230769,2,2,2.0,Medium
25104,89755087-59ec-981e-1b6b-d25512efa642,3,6,4,0.6666666666666666,2,1,1.5,Low
25109,8980672e-4ae1-df2a-2826-06ce7dbe5f5e,2,6,3,0.5,2,1,1.5,Low
25110,89807531-3159-5654-d17e-45a50ad31dda,2,123,36,0.2926829268292683,4,1,2.5,Medium
25114,898d319b-07d0-965a-9ac1-3df4762503d7,5,10,5,0.5,2,2,2.0,Medium
25127,89a01356-f57a-956e-5c49-45d3890a6c4d,2,113,64,0.5663716814159292,4,1,2.5,Medium
25134,89a502e7-a3af-892f-6f5c-09aa6fe2a049,4,150,82,0.5466666666666666,4,2,3.0,High
25145,89aee20f-4930-7150-f906-c6e88beba9b6,4,37,0,0.0,3,2,2.5,Medium
25146,89b1e7eb-8169-77cc-2c2d-375d7385f888,3,18,5,0.2777777777777778,2,1,1.5,Low
25152,89b4742d-b141-2592-f539-e97be453b877,2,46,9,0.1956521739130435,3,1,2.0,Medium
25154,89b55966-d39a-55d6-8c40-fd8f195d7f52,2,55,17,0.3090909090909091,4,1,2.5,Medium
25156,89b73fb3-f259-6706-dc62-102f37e0e8b4,2,49,14,0.2857142857142857,3,1,2.0,Medium
25167,89c2cf57-1c73-9383-cf72-cca6a41401c1,3,20,3,0.15,2,1,1.5,Low
25177,89ca58d6-b324-c3db-3c7c-d219c63d6262,3,6,0,0.0,2,1,1.5,Low
25178,89cec0f1-e73e-6a1a-0ec2-3446369a2d26,3,42,34,0.8095238095238095,3,1,2.0,Medium
25181,89d13a08-ef6b-ff20-cbad-6486ae0cfee9,3,45,8,0.1777777777777777,3,1,2.0,Medium
25183,89d446f5-e0d5-0294-8aab-febb01347491,2,60,1,0.0166666666666666,4,1,2.5,Medium
25190,89dc0078-2db3-e8df-1993-bae00437c18c,5,10,8,0.8,2,2,2.0,Medium
25191,89dc7d5a-51b2-caaa-f5f5-ac95afa35d72,3,145,74,0.5103448275862069,4,1,2.5,Medium
25192,89df67df-2920-cbd7-4b82-51c321b49e74,3,35,20,0.5714285714285714,3,1,2.0,Medium
25198,89ea14de-ccec-ea6d-3577-dde17bd1a28a,3,155,3,0.0193548387096774,4,1,2.5,Medium
25202,89f26818-20f7-e54a-5014-ce3cdf230fa7,3,10,6,0.6,2,1,1.5,Low
25204,89f62043-b52a-3e0d-0d34-814313d7ebad,2,134,2,0.0149253731343283,4,1,2.5,Medium
25213,8a0df23a-8061-3086-ad63-8f6384935fc3,2,15,10,0.6666666666666666,2,1,1.5,Low
25217,8a142517-c45a-22ac-d871-ae4b71586066,2,32,23,0.71875,3,1,2.0,Medium
25230,8a1d0388-3edc-a1db-e653-8292b61f0a89,2,162,2,0.0123456790123456,4,1,2.5,Medium
25234,8a1e6f7e-9f74-71e7-fe87-56f92fa7819c,3,23,0,0.0,2,1,1.5,Low
25235,8a1ea288-5a4f-8c54-35d1-708de5668448,3,67,49,0.7313432835820896,4,1,2.5,Medium
25247,8a33ef3c-fa16-ad6e-b7c5-bee3a60d909e,3,11,2,0.1818181818181818,2,1,1.5,Low
25248,8a3563fe-dbde-e4b3-42b1-48c09372fc41,2,12,3,0.25,2,1,1.5,Low
25257,8a3c682d-c835-4b5f-5b4d-f4378a111b55,2,162,82,0.5061728395061729,4,1,2.5,Medium
25258,8a3d48e0-3dec-40fb-7cfa-795c48385fa8,2,33,10,0.303030303030303,3,1,2.0,Medium
25264,8a42005c-5186-03b5-7797-69e363d8faff,2,22,12,0.5454545454545454,2,1,1.5,Low
25265,8a424eed-ed48-e329-8afe-183b574b1316,3,6,4,0.6666666666666666,2,1,1.5,Low
25278,8a5d4bc2-180f-13f4-0667-49ad9c2944b5,2,171,74,0.4327485380116959,4,1,2.5,Medium
25287,8a68d09f-4153-d6bc-e425-a7d9fd58ed96,2,6,0,0.0,2,1,1.5,Low
25292,8a73a3c1-4933-0951-0cf8-eea4efcaddc1,4,195,91,0.4666666666666667,4,2,3.0,High
25295,8a7a843d-0aa3-8a9e-0099-e8efb85e68b9,3,67,0,0.0,4,1,2.5,Medium
25296,8a7d83f8-228c-03f3-678b-8fac7fdd80ef,2,12,6,0.5,2,1,1.5,Low
25311,8a8f34d2-c7d6-57e6-c6d1-4143be45d114,4,174,78,0.4482758620689655,4,2,3.0,High
25312,8a8f5979-cd0e-9477-67d6-4f10fe6771eb,2,7,0,0.0,2,1,1.5,Low
25313,8a90149b-3766-df9a-edb1-142798a112d4,5,64,36,0.5625,4,2,3.0,High
25314,8a910445-b624-a121-59fa-4f11a6b0a96a,2,6,3,0.5,2,1,1.5,Low
25321,8a9436ce-7928-ca70-8c67-b6c38f110d42,2,82,53,0.6463414634146342,4,1,2.5,Medium
25324,8a961970-6f51-8b59-92bc-cd40807b3c3c,7,28,24,0.8571428571428571,2,3,2.5,Medium
25325,8a96f265-f346-c7e1-1516-a436146fa01d,3,174,55,0.3160919540229885,4,1,2.5,Medium
25329,8aa41830-6fca-f024-5fca-88170ede7551,2,8,4,0.5,2,1,1.5,Low
25334,8aa7bbba-d8ed-602d-16cd-42a7149a3193,2,39,8,0.2051282051282051,3,1,2.0,Medium
25336,8aaadf1e-df36-400f-dff8-f251b7e850a3,2,28,14,0.5,2,1,1.5,Low
25340,8ab00590-e84b-2a43-8c52-96c4d7e2a49c,2,39,1,0.0256410256410256,3,1,2.0,Medium
25341,8ab1695f-c3f7-0d79-ef3e-1e05af0d5d52,2,103,18,0.174757281553398,4,1,2.5,Medium
25342,8ab1d2d1-ea94-e411-2a34-3ef14e50d39e,4,10,2,0.2,2,2,2.0,Medium
25345,8ab4231a-5db0-7edd-bc9b-da2f7aaf0a54,3,49,2,0.0408163265306122,3,1,2.0,Medium
25350,8abd7fd3-c953-3fd4-16ff-22582944173c,2,12,0,0.0,2,1,1.5,Low
25356,8ac5b55d-c754-75cd-003c-80cb42d72afb,2,30,15,0.5,2,1,1.5,Low
25366,8acf593c-f836-722e-854c-d261ce5fe6b7,2,28,1,0.0357142857142857,2,1,1.5,Low
25380,8ade0fa4-f3e5-ccf4-c2be-859b87a9cf51,3,20,2,0.1,2,1,1.5,Low
25382,8ade43bc-8ce3-2708-bfe3-87c51e4ea725,3,10,4,0.4,2,1,1.5,Low
25384,8ae13acd-a19a-60dd-e0f6-dc5a332aae71,2,92,1,0.0108695652173913,4,1,2.5,Medium
25391,8aea1372-4d1e-9879-6abb-d85665d5fe17,2,126,85,0.6746031746031746,4,1,2.5,Medium
25400,8af08962-9a28-a109-c1b0-517e89b236a4,5,75,3,0.04,4,2,3.0,High
25412,8b05fa8f-16f2-8e9d-b963-ff1da588f85e,2,121,0,0.0,4,1,2.5,Medium
25417,8b0fc2c7-42fd-5984-d4c0-cab21866b289,3,140,48,0.3428571428571428,4,1,2.5,Medium
25421,8b213b34-c968-447d-10ae-f5337fab49ab,2,16,8,0.5,2,1,1.5,Low
25434,8b3a69c2-8ed8-551f-182d-5918b8dfe54c,3,184,2,0.0108695652173913,4,1,2.5,Medium
25444,8b47f6bd-7638-ba62-31f4-95c6dd73fe7e,2,6,0,0.0,2,1,1.5,Low
25446,8b48e5ac-60bc-204d-3ce5-ee8bfc9418d3,3,90,51,0.5666666666666667,4,1,2.5,Medium
25460,8b666408-0d72-b29e-bc2f-af2c4c76e63b,7,17,9,0.5294117647058824,2,3,2.5,Medium
25469,8b774b42-1396-38da-f50d-a0d25f1981f1,6,7,5,0.7142857142857143,2,3,2.5,Medium
25471,8b79ab04-c908-15a7-5105-a0ecea215481,3,66,44,0.6666666666666666,4,1,2.5,Medium
25473,8b7a8415-c83c-daf0-5c7d-53de280dbc67,2,15,0,0.0,2,1,1.5,Low
25483,8b835f93-ea47-4064-cd8b-08be46e4cae5,3,92,0,0.0,4,1,2.5,Medium
25493,8b984d81-1aec-e65b-f6b7-6b0130fcd47b,3,5,2,0.4,1,1,1.0,Low
25501,8ba5873f-a9fd-0ff6-9c8a-018222793753,2,5,2,0.4,1,1,1.0,Low
25510,8bb297f4-3e38-15b3-0a39-1f80657e7907,2,10,5,0.5,2,1,1.5,Low
25512,8bb4af58-26fc-8717-7f10-f154060bcc17,2,62,20,0.3225806451612903,4,1,2.5,Medium
25517,8bb616c1-b475-4bdc-6c7b-4d6255fab5b4,4,20,0,0.0,2,2,2.0,Medium
25532,8bcea013-ffb9-adc0-3739-03f9793ac97b,3,84,3,0.0357142857142857,4,1,2.5,Medium
25535,8bd18c1f-e487-d4e3-7dcf-4a4ca85a4c26,3,8,0,0.0,2,1,1.5,Low
25536,8bd2c8e8-f2c2-ec75-1b76-4d94b45af05e,2,12,2,0.1666666666666666,2,1,1.5,Low
25541,8bd56dcb-9313-0cac-8ae2-55cbeae9ec7d,6,194,95,0.4896907216494845,4,3,3.5,High
25547,8bddd82c-d674-815c-6631-cc2f854d604b,2,43,0,0.0,3,1,2.0,Medium
25550,8bdfb09c-9acb-bfd9-08e1-da5714e63c25,2,53,0,0.0,4,1,2.5,Medium
25551,8be18c25-c59f-0064-cddb-3480a9396bf4,10,121,6,0.0495867768595041,4,4,4.0,High
25553,8be49b87-0a14-412d-eeab-26f174e97eb9,3,54,4,0.074074074074074,4,1,2.5,Medium
25555,8be6d295-976c-b0e9-f3db-ac5bec929443,2,194,16,0.0824742268041237,4,1,2.5,Medium
25560,8bee3562-9b13-75dc-7f18-d96293a96ce5,9,9,7,0.7777777777777778,2,4,3.0,High
25603,8c21dd59-3fcf-553a-ce8c-fdec5ac38bf6,3,16,16,1.0,2,1,1.5,Low
25609,8c2a1464-fa4c-c902-ccfa-a30b85aa7919,3,21,6,0.2857142857142857,2,1,1.5,Low
25613,8c2c1f01-47f6-5bce-f814-4e46132e3baa,3,14,2,0.1428571428571428,2,1,1.5,Low
25615,8c2de7ab-6c54-66ac-5fa1-cac7e8492ecb,3,82,26,0.3170731707317073,4,1,2.5,Medium
25621,8c34ec93-5063-b778-59ef-e2d461de3356,2,37,1,0.027027027027027,3,1,2.0,Medium
25623,8c364a44-ff8a-4845-45a4-d1c905c521cf,2,7,1,0.1428571428571428,2,1,1.5,Low
25626,8c3e8b3c-45b6-b6e7-1bc0-7a673182d16d,2,24,0,0.0,2,1,1.5,Low
25627,8c3ea649-bda8-c081-9f4d-260912c45c73,6,51,6,0.1176470588235294,4,3,3.5,High
25638,8c49ec42-65cd-32e2-a2e4-588adf4afb64,2,64,1,0.015625,4,1,2.5,Medium
25643,8c5a64fc-8b67-cd51-705d-70bcae9ea272,2,22,0,0.0,2,1,1.5,Low
25653,8c66100c-94c7-ebdc-3abc-201db35aa8a6,4,17,1,0.0588235294117647,2,2,2.0,Medium
25656,8c687aff-591c-8d5e-24de-3d8f81f2266c,2,69,3,0.0434782608695652,4,1,2.5,Medium
25659,8c6aefdc-23b3-8e56-350e-17ac1bb53a0c,6,8,0,0.0,2,3,2.5,Medium
25666,8c703612-d453-9a2c-5ab6-e75ce562b125,4,14,2,0.1428571428571428,2,2,2.0,Medium
25667,8c73c51e-b567-2570-3f3e-251f193848bc,2,67,0,0.0,4,1,2.5,Medium
25670,8c76414d-437a-dccd-0377-92422ba6d152,2,47,1,0.0212765957446808,3,1,2.0,Medium
25690,8c95a406-310f-d85a-2bdc-ffd7533af3f0,3,6,3,0.5,2,1,1.5,Low
25703,8cac79ac-7e2e-7606-9bd7-8d7f10632021,2,115,4,0.0347826086956521,4,1,2.5,Medium
25704,8cad934f-b5e8-d94f-9ff9-37ef6771bfa2,3,31,20,0.6451612903225806,3,1,2.0,Medium
25712,8cbebbfa-33b0-4d16-d53d-26ae91e49cfd,3,29,0,0.0,2,1,1.5,Low
25715,8cc110ee-22ad-72c8-5ef6-b0063ff6df00,2,69,59,0.855072463768116,4,1,2.5,Medium
25717,8cc1ee18-cad1-7cc8-320f-8a4350f4cb05,2,181,3,0.0165745856353591,4,1,2.5,Medium
25720,8cc53d29-eb63-c48c-4f5e-b8d67f171fab,4,18,5,0.2777777777777778,2,2,2.0,Medium
25733,8cdf8dbc-2ccf-2d78-3bc3-829da392bfde,2,15,0,0.0,2,1,1.5,Low
25740,8ce570a8-02b8-5bde-8c49-074e97ecfca3,2,6,0,0.0,2,1,1.5,Low
25743,8cea2fb0-c456-ee1e-7694-74538d5ccb8c,3,7,2,0.2857142857142857,2,1,1.5,Low
25748,8cefa4be-8aae-e59e-8098-fd8a5a765ae2,3,8,0,0.0,2,1,1.5,Low
25754,8cfd25e6-101c-a994-6804-a5afb268b178,2,46,1,0.0217391304347826,3,1,2.0,Medium
25756,8d0161cd-32c6-5e35-3102-8ba49c8b53a9,2,26,2,0.0769230769230769,2,1,1.5,Low
25761,8d071d43-427e-1d36-f1c7-793c5979a8df,2,10,0,0.0,2,1,1.5,Low
25763,8d0d9e90-4d64-1a80-2364-7617c2363fdc,2,44,44,1.0,3,1,2.0,Medium
25765,8d118ec0-f87e-c55b-0c56-0f9ad9ddc08b,3,8,4,0.5,2,1,1.5,Low
25785,8d3c4959-8344-cb54-206a-253914d52916,2,82,37,0.4512195121951219,4,1,2.5,Medium
25787,8d4251bb-c0ee-df21-9dcb-a947ff2333fb,2,39,8,0.2051282051282051,3,1,2.0,Medium
25791,8d481216-a900-7d48-01ec-8b7fe4a6a083,3,5,2,0.4,1,1,1.0,Low
25794,8d4c3f17-b2ff-9745-d68d-44b7671a2d36,5,25,19,0.76,2,2,2.0,Medium
25799,8d5079c4-85ce-f687-b557-68607d7b2d02,3,154,5,0.0324675324675324,4,1,2.5,Medium
25801,8d5238c2-cfe6-238d-f6f8-4fa3a4eac02d,3,17,4,0.2352941176470588,2,1,1.5,Low
25802,8d53f032-5731-9a30-b4f2-d3a18b64327a,2,22,11,0.5,2,1,1.5,Low
25818,8d6b197a-ba02-1c82-4fb6-506a8d4172f3,3,178,0,0.0,4,1,2.5,Medium
25820,8d6bbbeb-448f-5e33-b4be-fa3d643c9fbd,2,18,0,0.0,2,1,1.5,Low
25824,8d709ce9-8cf0-0f9c-caa7-bdf8ba8c8fa0,4,47,19,0.4042553191489361,3,2,2.5,Medium
25829,8d7a065e-dbc0-eead-bef4-7b698f015030,3,130,0,0.0,4,1,2.5,Medium
25831,8d7a6db6-8664-0857-333f-52306d7c92c0,3,166,4,0.0240963855421686,4,1,2.5,Medium
25833,8d7adca3-2fba-03a2-503b-2a8cc29d8797,2,28,1,0.0357142857142857,2,1,1.5,Low
25835,8d7b4fd4-44d5-6a3c-209e-fd2689ec9c7a,3,7,3,0.4285714285714285,2,1,1.5,Low
25847,8d97aa47-8995-9589-ff2c-8bddddf35822,6,36,3,0.0833333333333333,3,3,3.0,High
25862,8dae5e3c-c73d-9f8b-cd9b-10e8db996e40,2,65,19,0.2923076923076923,4,1,2.5,Medium
25864,8dafe86c-256d-77dc-e8f7-e8b06890888d,4,47,21,0.4468085106382978,3,2,2.5,Medium
25868,8db579e7-304f-4750-ae19-42c8a02b0c92,2,18,4,0.2222222222222222,2,1,1.5,Low
25872,8db7d95a-b475-b904-4f4e-035c177ab38d,2,17,7,0.4117647058823529,2,1,1.5,Low
25874,8dbbbb9b-a20f-6822-be97-2484acd1a8da,3,24,1,0.0416666666666666,2,1,1.5,Low
25877,8dbde5ae-ff4d-5a18-a603-b317b4d88af5,3,92,15,0.1630434782608695,4,1,2.5,Medium
25878,8dc1818d-329a-1f2d-1040-59f63cf1c815,3,59,31,0.5254237288135594,4,1,2.5,Medium
25882,8dc65c8f-0682-8918-5026-8e0409b9b2ae,6,17,8,0.4705882352941176,2,3,2.5,Medium
25883,8dc6b448-0f46-ad40-01d2-cc47fb0506b4,2,96,12,0.125,4,1,2.5,Medium
25887,8dcb45e6-cd35-96b1-ffa4-85fa27525d1e,2,13,4,0.3076923076923077,2,1,1.5,Low
25889,8dcc8e53-378c-7514-c00f-f910006c2635,4,13,1,0.0769230769230769,2,2,2.0,Medium
25893,8dd3ff54-a942-4157-360c-01ec28961a23,2,19,0,0.0,2,1,1.5,Low
25894,8dd4ffe7-2039-9d58-632c-8dd1a3337426,2,5,2,0.4,1,1,1.0,Low
25896,8ddace92-42be-ee21-98bf-ae2445d6064d,2,69,11,0.1594202898550724,4,1,2.5,Medium
25901,8de4a38d-2a58-1d24-c6a8-92e17915e1a8,2,26,0,0.0,2,1,1.5,Low
25903,8de56ae2-b5fc-a639-e837-a10ab26ffcd5,2,6,2,0.3333333333333333,2,1,1.5,Low
25908,8deeb85a-900d-6fa4-5b46-f0daa3d1ea2a,2,7,0,0.0,2,1,1.5,Low
25918,8dfb1f70-2aaf-3186-54e7-fe97a030f3c5,3,167,1,0.0059880239520958,4,1,2.5,Medium
25920,8dfca4bf-2a0c-6b73-9d50-76dd5d57d0f1,3,18,6,0.3333333333333333,2,1,1.5,Low
25936,8e100fda-1020-e2d0-f7bb-a31cea3bd52c,2,192,9,0.046875,4,1,2.5,Medium
25939,8e1395b0-fa1b-0301-a965-8dbad7825ac2,6,98,17,0.173469387755102,4,3,3.5,High
25940,8e169021-7ce1-9e66-2206-02f2998a0252,3,19,1,0.0526315789473684,2,1,1.5,Low
25942,8e17215a-2059-cc79-9010-13d13aa8858c,2,19,0,0.0,2,1,1.5,Low
25946,8e25966e-beda-2f6f-d6af-1fca3081c440,4,33,11,0.3333333333333333,3,2,2.5,Medium
25951,8e2ff86f-1e28-6906-f942-616959972b19,5,19,1,0.0526315789473684,2,2,2.0,Medium
25959,8e37c18a-7f5d-4e04-4196-8567c2c4b2c5,2,5,1,0.2,1,1,1.0,Low
25961,8e3a3ae0-599d-2b21-89a3-7b720729dc17,2,11,3,0.2727272727272727,2,1,1.5,Low
